X,Y,osm_id,code,fclass,name
136.9667245,35.1412043,2077086650,2303,cafe,コメダ珈琲店
136.9442475,35.1681231,2077113000,2303,cafe,コメダ珈琲店
136.9361469,35.1595651,2077328032,2303,cafe,コメダ珈琲店
136.9384866,35.1754568,2077335511,2303,cafe,コメダ珈琲店
136.821506,35.1573147,2080747622,2303,cafe,さくら
138.7843812,35.4876881,2087966925,2303,cafe,コメダ珈琲店
136.8782563,35.1665119,2088050411,2303,cafe,Ohana
137.2140675,36.7007523,2089398081,2303,cafe,ドトールコーヒーショップ
136.9189409,35.1283828,2090850501,2303,cafe,D-51
136.9176615,35.1420553,2090850526,2303,cafe,スターバックス
138.3494289,34.902766,2093025417,2303,cafe,かいざん
136.780043,35.076651,2093064759,2303,cafe,シャロワ
137.3872998,34.818023,2094412700,2303,cafe,ウィンドベル
136.775687,35.136054,2095781046,2303,cafe,ともしのぶ
136.7807948,35.137119,2095834041,2303,cafe,師崎
136.805298,35.154986,2095837223,2303,cafe,田園
136.8857027,35.166754,2108369671,2303,cafe,Moriva Coffee
137.1673514,34.913237,2108715040,2303,cafe,ログキャビン 岡崎店
137.1638001,34.9134878,2108880086,2303,cafe,コメダ珈琲店
137.165557,34.913336,2108880111,2303,cafe,Grand Mama
137.1669249,34.9150242,2109008169,2303,cafe,華乃庵
137.1831235,34.913596,2109394469,2303,cafe,やまあい
137.1849259,34.9211595,2109449377,2303,cafe,Harry
137.1815463,34.9254986,2109449389,2303,cafe,紅茶の館 源
137.1941473,34.9244092,2110027337,2303,cafe,桂
136.904,35.1637751,2110225803,2303,cafe,クマカフェ
136.868954,35.172454,2118766470,2303,cafe,豆の樹
138.9470574,35.0394651,2130695230,2303,cafe,リバー
136.891794,35.144161,2135533292,2303,cafe,カフェドピュア
136.8934358,35.1436027,2135533676,2303,cafe,コメダ珈琲店
136.8964106,35.142792,2135546730,2303,cafe,クリスタル
136.897073,35.147775,2135551597,2303,cafe,かめや
136.8948221,35.1456621,2135822130,2303,cafe,コメダ珈琲店
136.918662,35.180858,2138521159,2303,cafe,花ごよみ
138.4147174,34.9824225,2141113486,2303,cafe,コメダ珈琲店
138.412101,34.9968769,2141113491,2303,cafe,コメダ珈琲店
138.4767717,35.0331816,2141113492,2303,cafe,コメダ珈琲店
138.386281,34.9748586,2141113496,2303,cafe,タリーズコーヒー
136.925195,35.155239,2141190364,2303,cafe,LIEBE
136.9256164,35.1578615,2141204958,2303,cafe,
138.381282,36.378108,2149235029,2303,cafe,アトリエ・ド・フロマージュ
136.717987,35.189663,2150004590,2303,cafe,カフェレスト泉
137.3451719,34.7630599,2153866449,2303,cafe,だんご屋
137.3841088,34.7628173,2153869615,2303,cafe,スターバックス
136.855791,35.1578365,2158177958,2303,cafe,コメダ珈琲店
136.8125702,35.1582254,2158186414,2303,cafe,珈琲処 徳右ヱ門
136.6673852,35.2243757,2158621796,2303,cafe,館
136.7500344,35.2209984,2158632292,2303,cafe,Western Land
136.222455,36.063047,2168880951,2303,cafe,喫茶&スナック 古城
136.9003617,35.1735009,2172271014,2303,cafe,丸の内カフェ
136.5929213,36.4439834,2174803018,2303,cafe,JAIST CAFE
136.21915,36.06342,2175125532,2303,cafe,るうぶる
136.218526,36.066334,2178440830,2303,cafe,アンティーク
139.1699481,35.0416418,2179826681,2303,cafe,
136.2223814,36.0627388,2180009496,2303,cafe,そば茶屋 甚右衛門
136.2212876,36.0616463,2185560194,2303,cafe,ドトールコーヒーショップ
136.219212,36.061321,2185601947,2303,cafe,SEATTLE'S BEST COFFEE
136.224371,36.061689,2187207122,2303,cafe,桜木
136.246051,36.093852,2187888110,2303,cafe,あっしゅ
136.986253,35.05533,2189217178,2303,cafe,和田珈琲店 久音
136.264987,36.152455,2189256847,2303,cafe,喫茶 マッチボックス
136.850061,35.1496242,2193427271,2303,cafe,ミナミ
136.8133684,35.1472473,2193427314,2303,cafe,Mint House
136.7958133,35.1400215,2195222265,2303,cafe,支留比亜
136.8788995,35.1639186,2195222266,2303,cafe,支留比亜珈琲
136.231809,36.093162,2197619202,2303,cafe,喫茶 マイ
137.2025005,34.822471,2206297972,2303,cafe,コメダ珈琲店
136.220424,36.133601,2210819586,2303,cafe,グランパ
136.220511,36.088251,2216516559,2303,cafe,ニシムラコーヒー
136.219575,36.087652,2216528179,2303,cafe,ひとやすみ
136.24174,36.084681,2217934737,2303,cafe,ビリオンコーヒー
136.242729,36.052615,2217937631,2303,cafe,モントリオール
136.241607,36.064486,2237132293,2303,cafe,フリークス
138.8129904,37.3091752,2259610425,2303,cafe,かたつむり
136.9055827,35.1152493,2266637167,2303,cafe,亜熱帯
136.8152813,35.1376941,2266637174,2303,cafe,Yui
136.1791245,35.9476033,2270843593,2303,cafe,ここる
136.1770745,35.9502643,2270843597,2303,cafe,べるべーる
136.1967271,35.9493158,2270843605,2303,cafe,クレイモア喫茶
138.4234535,36.3276466,2273434235,2303,cafe,自家焙煎珈琲こもろ
138.4223351,36.326983,2273440781,2303,cafe,寿徳庵
138.4215199,36.3276614,2274558027,2303,cafe,停車場ガーデン
138.9537287,37.2324784,2276407584,2303,cafe,どんしょっぷ
136.197583,35.942861,2283646146,2303,cafe,コスモス
136.188358,35.942813,2283669251,2303,cafe,甘味茶屋 極
136.201854,35.831069,2285427942,2303,cafe,スターバックスコーヒー
136.8877582,35.175413,2285466773,2303,cafe,Nagoya Tea Room
136.888669,35.175409,2285469458,2303,cafe,珈琲屋富士
138.731419,35.485077,2289993178,2303,cafe,ROCKEY
136.8527791,35.1610024,2292212710,2303,cafe,サンモリー
136.8710256,35.1567874,2292212711,2303,cafe,ミッキー
136.8526192,35.1624819,2292212715,2303,cafe,都志
136.8593901,35.1487334,2292212720,2303,cafe,カフェド白亜
138.077643,36.027093,2293402393,2303,cafe,スターバックス
136.9042014,35.1603314,2297715825,2303,cafe,高原
136.9052323,35.153274,2297715833,2303,cafe,ブーケ
136.8691662,35.116785,2297715849,2303,cafe,ラ・セーヌ
136.7774218,35.1004269,2301016460,2303,cafe,うらら
136.9048293,35.1453729,2303489706,2303,cafe,rajakivi
136.9057356,35.1443054,2303489716,2303,cafe,ていむていむ
136.9066883,35.1440334,2303489718,2303,cafe,満
136.9065804,35.142207,2303489719,2303,cafe,のら
136.9066203,35.142459,2303489732,2303,cafe,すず駒
136.7981912,35.1387377,2310863092,2303,cafe,コメダ珈琲店
136.8166137,35.1193778,2310863100,2303,cafe,アラスカ
136.870536,35.1637135,2320620740,2303,cafe,クルー
136.6242674,36.5298635,2321802020,2303,cafe,cafe? IKAGAWA DO (五十川堂)
137.0044747,34.9896731,2328917090,2303,cafe,CAF? DOLPHIN
137.0043027,34.988866,2328917092,2303,cafe,Caf? Nation
137.0080911,34.9908609,2328917128,2303,cafe,サン・ローズ
137.0107239,34.9937339,2328917336,2303,cafe,猿Cafe
137.0927641,35.2003836,2331914588,2303,cafe,コメダ珈琲店
136.8463856,35.1067651,2337782616,2303,cafe,コメダ珈琲店
136.8467938,35.1050271,2337782626,2303,cafe,ひさや
136.8707391,35.1620076,2337949204,2303,cafe,レモン
136.8986758,35.1590233,2343290740,2303,cafe,Cafe Plaza
137.5126538,35.4928666,2346934000,2303,cafe,待夢
136.9125394,35.1628835,2354358969,2303,cafe,すえひろ
136.9118734,35.1628922,2354358972,2303,cafe,いーとん
136.9135719,35.1628866,2354358989,2303,cafe,brick
136.9127378,35.1628781,2354358995,2303,cafe,Noire
136.910781,35.1629199,2354358997,2303,cafe,Blue Bossa
136.8330179,35.1483245,2366705675,2303,cafe,モンシャルマン
136.868868,35.116384,2366966384,2303,cafe,Cat's Cafe
136.8695089,35.1206484,2384231875,2303,cafe,みたけ
138.1875471,36.6478728,2387619378,2303,cafe,ねこカフェ なる
138.1884712,36.6468765,2387619413,2303,cafe,"maid cafe & bar ""rei"""
136.9173259,35.1398425,2395840983,2303,cafe,シャンテ
136.9199686,35.1387262,2396259974,2303,cafe,たんぽぽ
137.0278355,35.207194,2398078451,2303,cafe,NINI Cafe
137.038044,35.2071155,2398078464,2303,cafe,はる
136.914439,35.1776164,2398078471,2303,cafe,ボンボン
136.8881536,35.2029147,2398265135,2303,cafe,
136.9028573,35.1706085,2398950164,2303,cafe,CAFE Bontain
